split,batch_idx,shard_file,n,feature_dim,elapsed_batch_sec
train,755,train_features_000755.pt,8,1024,0.1437690258026123
train,756,train_features_000756.pt,8,1024,0.09078812599182129
train,757,train_features_000757.pt,8,1024,0.10192060470581055
train,758,train_features_000758.pt,8,1024,0.10592007637023926
train,759,train_features_000759.pt,8,1024,0.13915777206420898
train,760,train_features_000760.pt,8,1024,0.09114956855773926
train,761,train_features_000761.pt,8,1024,0.12263226509094238
train,762,train_features_000762.pt,8,1024,0.0921487808227539
train,763,train_features_000763.pt,8,1024,0.08614683151245117
train,764,train_features_000764.pt,8,1024,0.09285855293273926
train,765,train_features_000765.pt,8,1024,0.10775995254516602
train,766,train_features_000766.pt,8,1024,0.09130358695983887
train,767,train_features_000767.pt,8,1024,0.0936746597290039
train,768,train_features_000768.pt,8,1024,0.091461181640625
train,769,train_features_000769.pt,8,1024,0.09496331214904785
train,770,train_features_000770.pt,8,1024,0.09052395820617676
train,771,train_features_000771.pt,8,1024,0.12182068824768066
train,772,train_features_000772.pt,8,1024,0.09462451934814453
train,773,train_features_000773.pt,8,1024,0.11753201484680176
train,774,train_features_000774.pt,8,1024,0.14381980895996094
train,775,train_features_000775.pt,8,1024,0.09733057022094727
train,776,train_features_000776.pt,8,1024,0.09133315086364746
train,777,train_features_000777.pt,8,1024,0.0859372615814209
train,778,train_features_000778.pt,8,1024,0.089874267578125
train,779,train_features_000779.pt,8,1024,0.09171128273010254
train,780,train_features_000780.pt,8,1024,0.1105339527130127
train,781,train_features_000781.pt,8,1024,0.09514904022216797
train,782,train_features_000782.pt,8,1024,0.0908055305480957
train,783,train_features_000783.pt,8,1024,0.09433507919311523
train,784,train_features_000784.pt,8,1024,0.09076499938964844
train,785,train_features_000785.pt,8,1024,0.1242685317993164
train,786,train_features_000786.pt,8,1024,0.12578892707824707
train,787,train_features_000787.pt,8,1024,0.09438109397888184
train,788,train_features_000788.pt,8,1024,0.09189367294311523
train,789,train_features_000789.pt,8,1024,0.09457778930664062
train,790,train_features_000790.pt,8,1024,0.09125828742980957
train,791,train_features_000791.pt,8,1024,0.1041707992553711
train,792,train_features_000792.pt,8,1024,0.12965750694274902
train,793,train_features_000793.pt,8,1024,0.09354186058044434
train,794,train_features_000794.pt,8,1024,0.12585973739624023
train,795,train_features_000795.pt,8,1024,0.1252446174621582
train,796,train_features_000796.pt,8,1024,0.09101223945617676
train,797,train_features_000797.pt,8,1024,0.14583039283752441
train,798,train_features_000798.pt,8,1024,0.0925133228302002
train,799,train_features_000799.pt,8,1024,0.13188385963439941
train,800,train_features_000800.pt,8,1024,0.0928335189819336
train,801,train_features_000801.pt,8,1024,0.13689541816711426
train,802,train_features_000802.pt,8,1024,0.15272116661071777
train,803,train_features_000803.pt,8,1024,0.09423971176147461
train,804,train_features_000804.pt,8,1024,0.09107398986816406
train,805,train_features_000805.pt,8,1024,0.09387516975402832
train,806,train_features_000806.pt,8,1024,0.1277308464050293
train,807,train_features_000807.pt,8,1024,0.12158060073852539
train,808,train_features_000808.pt,8,1024,0.09122395515441895
train,809,train_features_000809.pt,8,1024,0.08564186096191406
train,810,train_features_000810.pt,8,1024,0.11711955070495605
train,811,train_features_000811.pt,8,1024,0.08561301231384277
train,812,train_features_000812.pt,8,1024,0.09585070610046387
train,813,train_features_000813.pt,8,1024,0.08788061141967773
train,814,train_features_000814.pt,8,1024,0.12351655960083008
train,815,train_features_000815.pt,8,1024,0.08673977851867676
train,816,train_features_000816.pt,8,1024,0.0898275375366211
train,817,train_features_000817.pt,8,1024,0.08575749397277832
train,818,train_features_000818.pt,8,1024,0.09016084671020508
train,819,train_features_000819.pt,8,1024,0.08611464500427246
train,820,train_features_000820.pt,8,1024,0.09018158912658691
train,821,train_features_000821.pt,8,1024,0.09692502021789551
train,822,train_features_000822.pt,8,1024,0.09279680252075195
train,823,train_features_000823.pt,8,1024,0.09338879585266113
train,824,train_features_000824.pt,8,1024,0.09060859680175781
train,825,train_features_000825.pt,8,1024,0.09499406814575195
train,826,train_features_000826.pt,8,1024,0.09413290023803711
train,827,train_features_000827.pt,8,1024,0.12893342971801758
train,828,train_features_000828.pt,8,1024,0.09387040138244629
train,829,train_features_000829.pt,8,1024,0.1121368408203125
train,830,train_features_000830.pt,8,1024,0.0908057689666748
train,831,train_features_000831.pt,8,1024,0.10042190551757812
train,832,train_features_000832.pt,8,1024,0.12399578094482422
train,833,train_features_000833.pt,8,1024,0.1522219181060791
train,834,train_features_000834.pt,8,1024,0.09309673309326172
train,835,train_features_000835.pt,8,1024,0.12151646614074707
train,836,train_features_000836.pt,8,1024,0.09203529357910156
train,837,train_features_000837.pt,8,1024,0.12167072296142578
train,838,train_features_000838.pt,8,1024,0.1048583984375
train,839,train_features_000839.pt,8,1024,0.08606457710266113
train,840,train_features_000840.pt,8,1024,0.09127593040466309
train,841,train_features_000841.pt,8,1024,0.0936276912689209
train,842,train_features_000842.pt,8,1024,0.09136819839477539
train,843,train_features_000843.pt,8,1024,0.09538745880126953
train,844,train_features_000844.pt,8,1024,0.09187984466552734
train,845,train_features_000845.pt,8,1024,0.1305220127105713
train,846,train_features_000846.pt,8,1024,0.1435408592224121
train,847,train_features_000847.pt,8,1024,0.1362900733947754
train,848,train_features_000848.pt,8,1024,0.09305477142333984
train,849,train_features_000849.pt,8,1024,0.14094090461730957
train,850,train_features_000850.pt,8,1024,0.09014248847961426
train,851,train_features_000851.pt,8,1024,0.09381604194641113
train,852,train_features_000852.pt,8,1024,0.10062026977539062
train,853,train_features_000853.pt,8,1024,0.09748411178588867
train,854,train_features_000854.pt,8,1024,0.11571621894836426
train,855,train_features_000855.pt,8,1024,0.0937051773071289
train,856,train_features_000856.pt,8,1024,0.09041023254394531
train,857,train_features_000857.pt,8,1024,0.09407210350036621
train,858,train_features_000858.pt,8,1024,0.09057044982910156
train,859,train_features_000859.pt,8,1024,0.13598895072937012
train,860,train_features_000860.pt,8,1024,0.08963394165039062
train,861,train_features_000861.pt,8,1024,0.12818360328674316
train,862,train_features_000862.pt,8,1024,0.09296512603759766
train,863,train_features_000863.pt,8,1024,0.08735251426696777
train,864,train_features_000864.pt,8,1024,0.09507322311401367
train,865,train_features_000865.pt,8,1024,0.09352493286132812
train,866,train_features_000866.pt,8,1024,0.0961611270904541
train,867,train_features_000867.pt,8,1024,0.09331202507019043
train,868,train_features_000868.pt,8,1024,0.12570548057556152
train,869,train_features_000869.pt,8,1024,0.09349489212036133
train,870,train_features_000870.pt,8,1024,0.11458587646484375
train,871,train_features_000871.pt,8,1024,0.09369111061096191
train,872,train_features_000872.pt,8,1024,0.1277942657470703
train,873,train_features_000873.pt,8,1024,0.08664393424987793
train,874,train_features_000874.pt,8,1024,0.09183621406555176
train,875,train_features_000875.pt,8,1024,0.08595752716064453
train,876,train_features_000876.pt,8,1024,0.11360645294189453
train,877,train_features_000877.pt,8,1024,0.09713268280029297
train,878,train_features_000878.pt,8,1024,0.11871170997619629
train,879,train_features_000879.pt,8,1024,0.14073753356933594
train,880,train_features_000880.pt,8,1024,0.0905768871307373
train,881,train_features_000881.pt,8,1024,0.09566855430603027
train,882,train_features_000882.pt,8,1024,0.09056568145751953
train,883,train_features_000883.pt,8,1024,0.0889430046081543
train,884,train_features_000884.pt,8,1024,0.12671303749084473
train,885,train_features_000885.pt,8,1024,0.10269379615783691
train,886,train_features_000886.pt,8,1024,0.11438488960266113
train,887,train_features_000887.pt,8,1024,0.10407757759094238
train,888,train_features_000888.pt,8,1024,0.09064173698425293
train,889,train_features_000889.pt,8,1024,0.13208699226379395
train,890,train_features_000890.pt,8,1024,0.1370105743408203
train,891,train_features_000891.pt,8,1024,0.0935964584350586
train,892,train_features_000892.pt,8,1024,0.09548592567443848
train,893,train_features_000893.pt,8,1024,0.09360432624816895
train,894,train_features_000894.pt,8,1024,0.11963915824890137
train,895,train_features_000895.pt,8,1024,0.12961673736572266
train,896,train_features_000896.pt,8,1024,0.09091353416442871
train,897,train_features_000897.pt,8,1024,0.10774445533752441
train,898,train_features_000898.pt,8,1024,0.09049725532531738
train,899,train_features_000899.pt,8,1024,0.14057707786560059
train,900,train_features_000900.pt,8,1024,0.09551763534545898
train,901,train_features_000901.pt,8,1024,0.09070229530334473
train,902,train_features_000902.pt,8,1024,0.09578418731689453
train,903,train_features_000903.pt,8,1024,0.09369564056396484
train,904,train_features_000904.pt,8,1024,0.14562416076660156
train,905,train_features_000905.pt,8,1024,0.09397506713867188
train,906,train_features_000906.pt,8,1024,0.09839200973510742
train,907,train_features_000907.pt,8,1024,0.09986662864685059
train,908,train_features_000908.pt,8,1024,0.09087228775024414
train,909,train_features_000909.pt,8,1024,0.14254117012023926
train,910,train_features_000910.pt,8,1024,0.09036803245544434
train,911,train_features_000911.pt,8,1024,0.09350943565368652
train,912,train_features_000912.pt,8,1024,0.09019184112548828
train,913,train_features_000913.pt,8,1024,0.12391042709350586
train,914,train_features_000914.pt,8,1024,0.09081172943115234
train,915,train_features_000915.pt,8,1024,0.09601521492004395
train,916,train_features_000916.pt,8,1024,0.09504079818725586
train,917,train_features_000917.pt,8,1024,0.09426283836364746
train,918,train_features_000918.pt,8,1024,0.09089136123657227
train,919,train_features_000919.pt,8,1024,0.1426548957824707
train,920,train_features_000920.pt,8,1024,0.09083151817321777
train,921,train_features_000921.pt,8,1024,0.09832239151000977
train,922,train_features_000922.pt,8,1024,0.09088397026062012
train,923,train_features_000923.pt,8,1024,0.09345364570617676
train,924,train_features_000924.pt,8,1024,0.09108138084411621
train,925,train_features_000925.pt,8,1024,0.09365701675415039
train,926,train_features_000926.pt,8,1024,0.09124207496643066
train,927,train_features_000927.pt,8,1024,0.12868452072143555
train,928,train_features_000928.pt,8,1024,0.10847282409667969
train,929,train_features_000929.pt,8,1024,0.10276460647583008
train,930,train_features_000930.pt,8,1024,0.1339256763458252
train,931,train_features_000931.pt,8,1024,0.09374737739562988
train,932,train_features_000932.pt,8,1024,0.09183883666992188
train,933,train_features_000933.pt,8,1024,0.0945439338684082
train,934,train_features_000934.pt,8,1024,0.1210935115814209
train,935,train_features_000935.pt,8,1024,0.08611512184143066
train,936,train_features_000936.pt,8,1024,0.09103512763977051
train,937,train_features_000937.pt,8,1024,0.14322400093078613
train,938,train_features_000938.pt,8,1024,0.11371326446533203
train,939,train_features_000939.pt,8,1024,0.09396481513977051
train,940,train_features_000940.pt,8,1024,0.09195804595947266
train,941,train_features_000941.pt,8,1024,0.09402060508728027
train,942,train_features_000942.pt,8,1024,0.08980107307434082
train,943,train_features_000943.pt,8,1024,0.09336066246032715
train,944,train_features_000944.pt,8,1024,0.09454798698425293
train,945,train_features_000945.pt,8,1024,0.0941770076751709
train,946,train_features_000946.pt,8,1024,0.09167027473449707
train,947,train_features_000947.pt,8,1024,0.14400744438171387
train,948,train_features_000948.pt,8,1024,0.11884284019470215
train,949,train_features_000949.pt,8,1024,0.09339165687561035
train,950,train_features_000950.pt,8,1024,0.10332226753234863
train,951,train_features_000951.pt,8,1024,0.09391450881958008
train,952,train_features_000952.pt,8,1024,0.11325573921203613
train,953,train_features_000953.pt,8,1024,0.10954141616821289
train,954,train_features_000954.pt,8,1024,0.09047245979309082
train,955,train_features_000955.pt,8,1024,0.09714651107788086
train,956,train_features_000956.pt,8,1024,0.12362909317016602
train,957,train_features_000957.pt,8,1024,0.09348058700561523
train,958,train_features_000958.pt,8,1024,0.1467905044555664
train,959,train_features_000959.pt,8,1024,0.0937948226928711
train,960,train_features_000960.pt,8,1024,0.09979557991027832
train,961,train_features_000961.pt,8,1024,0.09356975555419922
train,962,train_features_000962.pt,8,1024,0.09110164642333984
train,963,train_features_000963.pt,8,1024,0.09373021125793457
train,964,train_features_000964.pt,8,1024,0.09077572822570801
train,965,train_features_000965.pt,8,1024,0.1287238597869873
train,966,train_features_000966.pt,8,1024,0.09057736396789551
train,967,train_features_000967.pt,8,1024,0.09381651878356934
train,968,train_features_000968.pt,8,1024,0.09049773216247559
train,969,train_features_000969.pt,8,1024,0.12810349464416504
train,970,train_features_000970.pt,8,1024,0.11965084075927734
train,971,train_features_000971.pt,8,1024,0.11146092414855957
train,972,train_features_000972.pt,8,1024,0.09082341194152832
train,973,train_features_000973.pt,8,1024,0.09336233139038086
train,974,train_features_000974.pt,8,1024,0.09087824821472168
train,975,train_features_000975.pt,8,1024,0.09379434585571289
train,976,train_features_000976.pt,8,1024,0.09319567680358887
train,977,train_features_000977.pt,8,1024,0.12215423583984375
train,978,train_features_000978.pt,8,1024,0.09277653694152832
train,979,train_features_000979.pt,8,1024,0.0941920280456543
train,980,train_features_000980.pt,8,1024,0.09060907363891602
train,981,train_features_000981.pt,8,1024,0.13493657112121582
train,982,train_features_000982.pt,8,1024,0.09095621109008789
train,983,train_features_000983.pt,8,1024,0.0892949104309082
train,984,train_features_000984.pt,8,1024,0.11423039436340332
train,985,train_features_000985.pt,8,1024,0.08588504791259766
train,986,train_features_000986.pt,8,1024,0.09075522422790527
train,987,train_features_000987.pt,8,1024,0.09291744232177734
train,988,train_features_000988.pt,8,1024,0.0921487808227539
train,989,train_features_000989.pt,8,1024,0.08560037612915039
train,990,train_features_000990.pt,8,1024,0.12455296516418457
train,991,train_features_000991.pt,8,1024,0.0872049331665039
train,992,train_features_000992.pt,8,1024,0.09075379371643066
train,993,train_features_000993.pt,8,1024,0.11201667785644531
train,994,train_features_000994.pt,8,1024,0.11532068252563477
train,995,train_features_000995.pt,8,1024,0.09829306602478027
train,996,train_features_000996.pt,8,1024,0.1498703956604004
train,997,train_features_000997.pt,8,1024,0.09408068656921387
train,998,train_features_000998.pt,8,1024,0.09005260467529297
train,999,train_features_000999.pt,8,1024,0.12219905853271484
train,1000,train_features_001000.pt,8,1024,0.0962228775024414
train,1001,train_features_001001.pt,8,1024,0.1126108169555664
train,1002,train_features_001002.pt,8,1024,0.1273794174194336
train,1003,train_features_001003.pt,8,1024,0.09385323524475098
train,1004,train_features_001004.pt,8,1024,0.09502768516540527
train,1005,train_features_001005.pt,8,1024,0.11715841293334961
train,1006,train_features_001006.pt,8,1024,0.08988523483276367
train,1007,train_features_001007.pt,8,1024,0.10529494285583496
train,1008,train_features_001008.pt,8,1024,0.09031820297241211
train,1009,train_features_001009.pt,8,1024,0.09292340278625488
train,1010,train_features_001010.pt,8,1024,0.09092974662780762
train,1011,train_features_001011.pt,8,1024,0.10390353202819824
train,1012,train_features_001012.pt,8,1024,0.09008383750915527
train,1013,train_features_001013.pt,8,1024,0.09313249588012695
train,1014,train_features_001014.pt,8,1024,0.11903190612792969
train,1015,train_features_001015.pt,8,1024,0.09865450859069824
train,1016,train_features_001016.pt,8,1024,0.08976006507873535
train,1017,train_features_001017.pt,8,1024,0.08551573753356934
train,1018,train_features_001018.pt,8,1024,0.08865904808044434
train,1019,train_features_001019.pt,8,1024,0.13089466094970703
train,1020,train_features_001020.pt,8,1024,0.0905599594116211
train,1021,train_features_001021.pt,8,1024,0.13765358924865723
train,1022,train_features_001022.pt,8,1024,0.11468219757080078
train,1023,train_features_001023.pt,8,1024,0.11186647415161133
train,1024,train_features_001024.pt,8,1024,0.09074664115905762
train,1025,train_features_001025.pt,8,1024,0.09730219841003418
train,1026,train_features_001026.pt,8,1024,0.09072732925415039
train,1027,train_features_001027.pt,8,1024,0.14637112617492676
train,1028,train_features_001028.pt,8,1024,0.09035634994506836
train,1029,train_features_001029.pt,8,1024,0.10752010345458984
train,1030,train_features_001030.pt,8,1024,0.12246918678283691
train,1031,train_features_001031.pt,8,1024,0.09978723526000977
train,1032,train_features_001032.pt,8,1024,0.09034419059753418
train,1033,train_features_001033.pt,8,1024,0.10404491424560547
train,1034,train_features_001034.pt,8,1024,0.09548568725585938
train,1035,train_features_001035.pt,8,1024,0.09914040565490723
train,1036,train_features_001036.pt,8,1024,0.12036013603210449
train,1037,train_features_001037.pt,8,1024,0.15680861473083496
train,1038,train_features_001038.pt,8,1024,0.09056830406188965
train,1039,train_features_001039.pt,8,1024,0.09453892707824707
train,1040,train_features_001040.pt,8,1024,0.14210152626037598
train,1041,train_features_001041.pt,8,1024,0.11237478256225586
train,1042,train_features_001042.pt,8,1024,0.09070467948913574
train,1043,train_features_001043.pt,8,1024,0.09372448921203613
train,1044,train_features_001044.pt,8,1024,0.16187524795532227
train,1045,train_features_001045.pt,8,1024,0.0935065746307373
train,1046,train_features_001046.pt,8,1024,0.11243581771850586
train,1047,train_features_001047.pt,8,1024,0.11226892471313477
train,1048,train_features_001048.pt,8,1024,0.09065556526184082
train,1049,train_features_001049.pt,8,1024,0.09708595275878906
train,1050,train_features_001050.pt,8,1024,0.10591530799865723
train,1051,train_features_001051.pt,8,1024,0.13931822776794434
train,1052,train_features_001052.pt,8,1024,0.15129852294921875
train,1053,train_features_001053.pt,8,1024,0.09421753883361816
train,1054,train_features_001054.pt,8,1024,0.09089541435241699
train,1055,train_features_001055.pt,8,1024,0.0937509536743164
train,1056,train_features_001056.pt,8,1024,0.09196877479553223
train,1057,train_features_001057.pt,8,1024,0.10614585876464844
train,1058,train_features_001058.pt,8,1024,0.09221148490905762
train,1059,train_features_001059.pt,8,1024,0.09369134902954102
train,1060,train_features_001060.pt,8,1024,0.09017133712768555
train,1061,train_features_001061.pt,8,1024,0.10048413276672363
train,1062,train_features_001062.pt,8,1024,0.1292569637298584
train,1063,train_features_001063.pt,8,1024,0.10486268997192383
train,1064,train_features_001064.pt,8,1024,0.09654617309570312
train,1065,train_features_001065.pt,8,1024,0.11600804328918457
train,1066,train_features_001066.pt,8,1024,0.1264791488647461
train,1067,train_features_001067.pt,8,1024,0.09366869926452637
train,1068,train_features_001068.pt,8,1024,0.14459466934204102
train,1069,train_features_001069.pt,8,1024,0.09860348701477051
train,1070,train_features_001070.pt,8,1024,0.09064793586730957
train,1071,train_features_001071.pt,8,1024,0.09403324127197266
train,1072,train_features_001072.pt,8,1024,0.09098410606384277
train,1073,train_features_001073.pt,8,1024,0.09370279312133789
train,1074,train_features_001074.pt,8,1024,0.13736701011657715
train,1075,train_features_001075.pt,8,1024,0.13993430137634277
train,1076,train_features_001076.pt,8,1024,0.09180831909179688
train,1077,train_features_001077.pt,8,1024,0.09365248680114746
train,1078,train_features_001078.pt,8,1024,0.09043526649475098
train,1079,train_features_001079.pt,8,1024,0.12061572074890137
train,1080,train_features_001080.pt,8,1024,0.09071516990661621
train,1081,train_features_001081.pt,8,1024,0.09437084197998047
train,1082,train_features_001082.pt,8,1024,0.09180259704589844
train,1083,train_features_001083.pt,8,1024,0.0918116569519043
train,1084,train_features_001084.pt,8,1024,0.09122037887573242
train,1085,train_features_001085.pt,8,1024,0.1544508934020996
train,1086,train_features_001086.pt,8,1024,0.09032893180847168
train,1087,train_features_001087.pt,8,1024,0.09360337257385254
train,1088,train_features_001088.pt,8,1024,0.09062910079956055
train,1089,train_features_001089.pt,8,1024,0.09355425834655762
train,1090,train_features_001090.pt,8,1024,0.09015035629272461
train,1091,train_features_001091.pt,8,1024,0.10960721969604492
train,1092,train_features_001092.pt,8,1024,0.10776138305664062
train,1093,train_features_001093.pt,8,1024,0.10347557067871094
train,1094,train_features_001094.pt,8,1024,0.10372257232666016
train,1095,train_features_001095.pt,8,1024,0.0928959846496582
train,1096,train_features_001096.pt,8,1024,0.09348320960998535
train,1097,train_features_001097.pt,8,1024,0.11775755882263184
train,1098,train_features_001098.pt,8,1024,0.09052157402038574
train,1099,train_features_001099.pt,8,1024,0.09409570693969727
train,1100,train_features_001100.pt,8,1024,0.12511610984802246
train,1101,train_features_001101.pt,8,1024,0.0957345962524414
train,1102,train_features_001102.pt,8,1024,0.13245081901550293
train,1103,train_features_001103.pt,8,1024,0.09344315528869629
train,1104,train_features_001104.pt,8,1024,0.09073376655578613
train,1105,train_features_001105.pt,8,1024,0.09412574768066406
train,1106,train_features_001106.pt,8,1024,0.0922536849975586
train,1107,train_features_001107.pt,8,1024,0.09769058227539062
train,1108,train_features_001108.pt,8,1024,0.09068989753723145
train,1109,train_features_001109.pt,8,1024,0.09347748756408691
train,1110,train_features_001110.pt,8,1024,0.09286952018737793
train,1111,train_features_001111.pt,8,1024,0.09377098083496094
train,1112,train_features_001112.pt,8,1024,0.09092259407043457
train,1113,train_features_001113.pt,8,1024,0.11655068397521973
train,1114,train_features_001114.pt,8,1024,0.15504860877990723
train,1115,train_features_001115.pt,8,1024,0.0934455394744873
train,1116,train_features_001116.pt,8,1024,0.09060478210449219
train,1117,train_features_001117.pt,8,1024,0.0938425064086914
train,1118,train_features_001118.pt,8,1024,0.09048032760620117
train,1119,train_features_001119.pt,8,1024,0.09340572357177734
train,1120,train_features_001120.pt,8,1024,0.09307575225830078
train,1121,train_features_001121.pt,8,1024,0.09397506713867188
train,1122,train_features_001122.pt,8,1024,0.11835145950317383
train,1123,train_features_001123.pt,8,1024,0.09358429908752441
train,1124,train_features_001124.pt,8,1024,0.09070301055908203
train,1125,train_features_001125.pt,8,1024,0.09366250038146973
train,1126,train_features_001126.pt,8,1024,0.1313478946685791
train,1127,train_features_001127.pt,8,1024,0.10371088981628418
train,1128,train_features_001128.pt,8,1024,0.12616586685180664
train,1129,train_features_001129.pt,8,1024,0.08580803871154785
train,1130,train_features_001130.pt,8,1024,0.09099364280700684
train,1131,train_features_001131.pt,8,1024,0.13431382179260254
train,1132,train_features_001132.pt,8,1024,0.1136319637298584
train,1133,train_features_001133.pt,8,1024,0.13476014137268066
train,1134,train_features_001134.pt,8,1024,0.09494709968566895
train,1135,train_features_001135.pt,8,1024,0.10225105285644531
train,1136,train_features_001136.pt,8,1024,0.09216570854187012
train,1137,train_features_001137.pt,8,1024,0.0859529972076416
train,1138,train_features_001138.pt,8,1024,0.14554929733276367
train,1139,train_features_001139.pt,8,1024,0.14030075073242188
train,1140,train_features_001140.pt,8,1024,0.09105849266052246
train,1141,train_features_001141.pt,8,1024,0.0973668098449707
train,1142,train_features_001142.pt,8,1024,0.10194587707519531
train,1143,train_features_001143.pt,8,1024,0.09329509735107422
train,1144,train_features_001144.pt,8,1024,0.12001514434814453
train,1145,train_features_001145.pt,8,1024,0.09360527992248535
train,1146,train_features_001146.pt,8,1024,0.13167142868041992
train,1147,train_features_001147.pt,8,1024,0.0938873291015625
train,1148,train_features_001148.pt,8,1024,0.1323680877685547
train,1149,train_features_001149.pt,8,1024,0.14411401748657227
train,1150,train_features_001150.pt,8,1024,0.14161300659179688
train,1151,train_features_001151.pt,8,1024,0.14423322677612305
train,1152,train_features_001152.pt,8,1024,0.09069705009460449
train,1153,train_features_001153.pt,8,1024,0.09575343132019043
train,1154,train_features_001154.pt,8,1024,0.09037208557128906
train,1155,train_features_001155.pt,8,1024,0.0939793586730957
train,1156,train_features_001156.pt,8,1024,0.09085845947265625
train,1157,train_features_001157.pt,8,1024,0.08599281311035156
train,1158,train_features_001158.pt,8,1024,0.09083986282348633
train,1159,train_features_001159.pt,8,1024,0.09332680702209473
train,1160,train_features_001160.pt,8,1024,0.09133362770080566
train,1161,train_features_001161.pt,8,1024,0.09363460540771484
train,1162,train_features_001162.pt,8,1024,0.14369916915893555
train,1163,train_features_001163.pt,8,1024,0.09469008445739746
train,1164,train_features_001164.pt,8,1024,0.09169268608093262
train,1165,train_features_001165.pt,8,1024,0.09359431266784668
train,1166,train_features_001166.pt,8,1024,0.09912848472595215
train,1167,train_features_001167.pt,8,1024,0.12526416778564453
train,1168,train_features_001168.pt,8,1024,0.12143230438232422
train,1169,train_features_001169.pt,8,1024,0.13113713264465332
train,1170,train_features_001170.pt,8,1024,0.1288139820098877
train,1171,train_features_001171.pt,8,1024,0.1043245792388916
train,1172,train_features_001172.pt,8,1024,0.09128069877624512
train,1173,train_features_001173.pt,8,1024,0.09378576278686523
train,1174,train_features_001174.pt,8,1024,0.0924520492553711
train,1175,train_features_001175.pt,8,1024,0.09382915496826172
train,1176,train_features_001176.pt,8,1024,0.0910041332244873
train,1177,train_features_001177.pt,8,1024,0.0935814380645752
train,1178,train_features_001178.pt,8,1024,0.12826991081237793
train,1179,train_features_001179.pt,8,1024,0.09247016906738281
train,1180,train_features_001180.pt,8,1024,0.13824176788330078
train,1181,train_features_001181.pt,8,1024,0.1256711483001709
train,1182,train_features_001182.pt,8,1024,0.12268781661987305
train,1183,train_features_001183.pt,8,1024,0.0956730842590332
train,1184,train_features_001184.pt,8,1024,0.09028244018554688
train,1185,train_features_001185.pt,8,1024,0.09334683418273926
train,1186,train_features_001186.pt,8,1024,0.09248900413513184
train,1187,train_features_001187.pt,8,1024,0.09351134300231934
train,1188,train_features_001188.pt,8,1024,0.09012675285339355
train,1189,train_features_001189.pt,8,1024,0.09484124183654785
train,1190,train_features_001190.pt,8,1024,0.11640739440917969
train,1191,train_features_001191.pt,8,1024,0.14401960372924805
train,1192,train_features_001192.pt,8,1024,0.11538124084472656
train,1193,train_features_001193.pt,8,1024,0.14467215538024902
train,1194,train_features_001194.pt,8,1024,0.09400582313537598
train,1195,train_features_001195.pt,8,1024,0.12017107009887695
train,1196,train_features_001196.pt,8,1024,0.14574432373046875
train,1197,train_features_001197.pt,8,1024,0.09415578842163086
train,1198,train_features_001198.pt,8,1024,0.09313416481018066
train,1199,train_features_001199.pt,8,1024,0.14115619659423828
train,1200,train_features_001200.pt,8,1024,0.09097909927368164
train,1201,train_features_001201.pt,8,1024,0.13508319854736328
train,1202,train_features_001202.pt,8,1024,0.10677361488342285
train,1203,train_features_001203.pt,8,1024,0.09288692474365234
train,1204,train_features_001204.pt,8,1024,0.14355039596557617
train,1205,train_features_001205.pt,8,1024,0.1283106803894043
train,1206,train_features_001206.pt,8,1024,0.09042024612426758
train,1207,train_features_001207.pt,8,1024,0.0931694507598877
train,1208,train_features_001208.pt,8,1024,0.1299116611480713
train,1209,train_features_001209.pt,8,1024,0.13637685775756836
train,1210,train_features_001210.pt,8,1024,0.0979609489440918
train,1211,train_features_001211.pt,8,1024,0.11500024795532227
train,1212,train_features_001212.pt,8,1024,0.09220123291015625
train,1213,train_features_001213.pt,8,1024,0.087371826171875
train,1214,train_features_001214.pt,8,1024,0.09026789665222168
train,1215,train_features_001215.pt,8,1024,0.0937490463256836
train,1216,train_features_001216.pt,8,1024,0.13510942459106445
train,1217,train_features_001217.pt,8,1024,0.11650395393371582
train,1218,train_features_001218.pt,8,1024,0.11691737174987793
train,1219,train_features_001219.pt,8,1024,0.11105990409851074
train,1220,train_features_001220.pt,8,1024,0.11536455154418945
train,1221,train_features_001221.pt,8,1024,0.09331750869750977
train,1222,train_features_001222.pt,8,1024,0.09007549285888672
train,1223,train_features_001223.pt,8,1024,0.09389948844909668
train,1224,train_features_001224.pt,8,1024,0.09135055541992188
train,1225,train_features_001225.pt,8,1024,0.0951383113861084
train,1226,train_features_001226.pt,8,1024,0.0902094841003418
train,1227,train_features_001227.pt,8,1024,0.10137605667114258
train,1228,train_features_001228.pt,8,1024,0.09032082557678223
train,1229,train_features_001229.pt,8,1024,0.09566473960876465
train,1230,train_features_001230.pt,8,1024,0.11220073699951172
train,1231,train_features_001231.pt,8,1024,0.09023714065551758
train,1232,train_features_001232.pt,8,1024,0.09061026573181152
train,1233,train_features_001233.pt,8,1024,0.09389328956604004
train,1234,train_features_001234.pt,8,1024,0.09297037124633789
train,1235,train_features_001235.pt,8,1024,0.1111152172088623
train,1236,train_features_001236.pt,8,1024,0.09518170356750488
train,1237,train_features_001237.pt,8,1024,0.0936729907989502
train,1238,train_features_001238.pt,8,1024,0.13567686080932617
train,1239,train_features_001239.pt,8,1024,0.09372234344482422
train,1240,train_features_001240.pt,8,1024,0.13871264457702637
train,1241,train_features_001241.pt,8,1024,0.08624601364135742
train,1242,train_features_001242.pt,8,1024,0.12318134307861328
train,1243,train_features_001243.pt,8,1024,0.09257078170776367
train,1244,train_features_001244.pt,8,1024,0.09056568145751953
